"Folkmängd efter region, civilstånd, ålder, kön och år"

"region";"civilstånd";"ålder";"kön";"2020"
"SE121 Uppsala län";"skilda";"30 år";"män";61
"SE121 Uppsala län";"skilda";"30 år";"kvinnor";104
"SE121 Uppsala län";"skilda";"31 år";"män";77
"SE121 Uppsala län";"skilda";"31 år";"kvinnor";116
"SE121 Uppsala län";"skilda";"32 år";"män";87
"SE121 Uppsala län";"skilda";"32 år";"kvinnor";163
"SE121 Uppsala län";"skilda";"33 år";"män";124
"SE121 Uppsala län";"skilda";"33 år";"kvinnor";158
"SE121 Uppsala län";"skilda";"34 år";"män";105
"SE121 Uppsala län";"skilda";"34 år";"kvinnor";201
"SE121 Uppsala län";"skilda";"35 år";"män";164
"SE121 Uppsala län";"skilda";"35 år";"kvinnor";197
"SE121 Uppsala län";"skilda";"36 år";"män";154
"SE121 Uppsala län";"skilda";"36 år";"kvinnor";190
"SE121 Uppsala län";"skilda";"37 år";"män";168
"SE121 Uppsala län";"skilda";"37 år";"kvinnor";191
"SE121 Uppsala län";"skilda";"38 år";"män";198
"SE121 Uppsala län";"skilda";"38 år";"kvinnor";253
"SE121 Uppsala län";"skilda";"39 år";"män";191
"SE121 Uppsala län";"skilda";"39 år";"kvinnor";235
"SE121 Uppsala län";"skilda";"40 år";"män";198
"SE121 Uppsala län";"skilda";"40 år";"kvinnor";246
"SE121 Uppsala län";"skilda";"41 år";"män";217
"SE121 Uppsala län";"skilda";"41 år";"kvinnor";267
"SE121 Uppsala län";"skilda";"42 år";"män";209
"SE121 Uppsala län";"skilda";"42 år";"kvinnor";280
"SE121 Uppsala län";"skilda";"43 år";"män";227
"SE121 Uppsala län";"skilda";"43 år";"kvinnor";294
"SE121 Uppsala län";"skilda";"44 år";"män";249
"SE121 Uppsala län";"skilda";"44 år";"kvinnor";331
"SE121 Uppsala län";"skilda";"45 år";"män";261
"SE121 Uppsala län";"skilda";"45 år";"kvinnor";394
"SE121 Uppsala län";"skilda";"46 år";"män";286
"SE121 Uppsala län";"skilda";"46 år";"kvinnor";394
"SE121 Uppsala län";"skilda";"47 år";"män";291
"SE121 Uppsala län";"skilda";"47 år";"kvinnor";397
"SE121 Uppsala län";"skilda";"48 år";"män";317
"SE121 Uppsala län";"skilda";"48 år";"kvinnor";411
"SE121 Uppsala län";"skilda";"49 år";"män";323
"SE121 Uppsala län";"skilda";"49 år";"kvinnor";413
"SE121 Uppsala län";"skilda";"50 år";"män";325
"SE121 Uppsala län";"skilda";"50 år";"kvinnor";393
"SE121 Uppsala län";"skilda";"51 år";"män";370
"SE121 Uppsala län";"skilda";"51 år";"kvinnor";456
"SE121 Uppsala län";"skilda";"52 år";"män";360
"SE121 Uppsala län";"skilda";"52 år";"kvinnor";461
"SE121 Uppsala län";"skilda";"53 år";"män";391
"SE121 Uppsala län";"skilda";"53 år";"kvinnor";445
"SE121 Uppsala län";"skilda";"54 år";"män";424
"SE121 Uppsala län";"skilda";"54 år";"kvinnor";521
"SE121 Uppsala län";"skilda";"55 år";"män";413
"SE121 Uppsala län";"skilda";"55 år";"kvinnor";529
"SE121 Uppsala län";"skilda";"56 år";"män";446
"SE121 Uppsala län";"skilda";"56 år";"kvinnor";529
"SE121 Uppsala län";"skilda";"57 år";"män";418
"SE121 Uppsala län";"skilda";"57 år";"kvinnor";450
"SE121 Uppsala län";"skilda";"58 år";"män";392
"SE121 Uppsala län";"skilda";"58 år";"kvinnor";461
"SE121 Uppsala län";"skilda";"59 år";"män";368
"SE121 Uppsala län";"skilda";"59 år";"kvinnor";472
"SE121 Uppsala län";"skilda";"60 år";"män";379
"SE121 Uppsala län";"skilda";"60 år";"kvinnor";457
"SE121 Uppsala län";"skilda";"61 år";"män";381
"SE121 Uppsala län";"skilda";"61 år";"kvinnor";443
"SE121 Uppsala län";"skilda";"62 år";"män";344
"SE121 Uppsala län";"skilda";"62 år";"kvinnor";464
"SE121 Uppsala län";"skilda";"63 år";"män";374
"SE121 Uppsala län";"skilda";"63 år";"kvinnor";447
"SE121 Uppsala län";"skilda";"64 år";"män";373
"SE121 Uppsala län";"skilda";"64 år";"kvinnor";456
"SE121 Uppsala län";"skilda";"65 år";"män";362
"SE121 Uppsala län";"skilda";"65 år";"kvinnor";433
"SE121 Uppsala län";"skilda";"66 år";"män";365
"SE121 Uppsala län";"skilda";"66 år";"kvinnor";406
"SE121 Uppsala län";"skilda";"67 år";"män";331
"SE121 Uppsala län";"skilda";"67 år";"kvinnor";416
"SE121 Uppsala län";"skilda";"68 år";"män";313
"SE121 Uppsala län";"skilda";"68 år";"kvinnor";413
"SE121 Uppsala län";"skilda";"69 år";"män";328
"SE121 Uppsala län";"skilda";"69 år";"kvinnor";404
"SE121 Uppsala län";"skilda";"70 år";"män";334
"SE121 Uppsala län";"skilda";"70 år";"kvinnor";440
"SE121 Uppsala län";"skilda";"71 år";"män";333
"SE121 Uppsala län";"skilda";"71 år";"kvinnor";435
"SE121 Uppsala län";"skilda";"72 år";"män";359
"SE121 Uppsala län";"skilda";"72 år";"kvinnor";446
"SE121 Uppsala län";"skilda";"73 år";"män";352
"SE121 Uppsala län";"skilda";"73 år";"kvinnor";434
"SE121 Uppsala län";"skilda";"74 år";"män";330
"SE121 Uppsala län";"skilda";"74 år";"kvinnor";423
"SE121 Uppsala län";"skilda";"75 år";"män";340
"SE121 Uppsala län";"skilda";"75 år";"kvinnor";408
"SE121 Uppsala län";"skilda";"76 år";"män";308
"SE121 Uppsala län";"skilda";"76 år";"kvinnor";400
"SE121 Uppsala län";"skilda";"77 år";"män";264
"SE121 Uppsala län";"skilda";"77 år";"kvinnor";361
"SE121 Uppsala län";"skilda";"78 år";"män";224
"SE121 Uppsala län";"skilda";"78 år";"kvinnor";319
"SE121 Uppsala län";"skilda";"79 år";"män";177
"SE121 Uppsala län";"skilda";"79 år";"kvinnor";276
"SE121 Uppsala län";"skilda";"80 år";"män";166
"SE121 Uppsala län";"skilda";"80 år";"kvinnor";243
"SE121 Uppsala län";"skilda";"81 år";"män";171
"SE121 Uppsala län";"skilda";"81 år";"kvinnor";222
"SE121 Uppsala län";"skilda";"82 år";"män";154
"SE121 Uppsala län";"skilda";"82 år";"kvinnor";212
"SE121 Uppsala län";"skilda";"83 år";"män";107
"SE121 Uppsala län";"skilda";"83 år";"kvinnor";151
"SE121 Uppsala län";"skilda";"84 år";"män";88
"SE121 Uppsala län";"skilda";"84 år";"kvinnor";142
"SE121 Uppsala län";"skilda";"85 år";"män";85
"SE121 Uppsala län";"skilda";"85 år";"kvinnor";126
"SE121 Uppsala län";"skilda";"86 år";"män";67
"SE121 Uppsala län";"skilda";"86 år";"kvinnor";116
"SE121 Uppsala län";"skilda";"87 år";"män";52
"SE121 Uppsala län";"skilda";"87 år";"kvinnor";115
"SE121 Uppsala län";"skilda";"88 år";"män";60
"SE121 Uppsala län";"skilda";"88 år";"kvinnor";87
"SE121 Uppsala län";"skilda";"89 år";"män";30
"SE121 Uppsala län";"skilda";"89 år";"kvinnor";62
"SE121 Uppsala län";"skilda";"90 år";"män";32
"SE121 Uppsala län";"skilda";"90 år";"kvinnor";61
"SE121 Uppsala län";"skilda";"91 år";"män";17
"SE121 Uppsala län";"skilda";"91 år";"kvinnor";43
"SE121 Uppsala län";"skilda";"92 år";"män";15
"SE121 Uppsala län";"skilda";"92 år";"kvinnor";36
"SE121 Uppsala län";"skilda";"93 år";"män";13
"SE121 Uppsala län";"skilda";"93 år";"kvinnor";27
"SE121 Uppsala län";"skilda";"94 år";"män";6
"SE121 Uppsala län";"skilda";"94 år";"kvinnor";13
"SE121 Uppsala län";"skilda";"95 år";"män";7
"SE121 Uppsala län";"skilda";"95 år";"kvinnor";23
"SE121 Uppsala län";"skilda";"96 år";"män";1
"SE121 Uppsala län";"skilda";"96 år";"kvinnor";17
"SE121 Uppsala län";"skilda";"97 år";"män";2
"SE121 Uppsala län";"skilda";"97 år";"kvinnor";9
"SE121 Uppsala län";"skilda";"98 år";"män";1
"SE121 Uppsala län";"skilda";"98 år";"kvinnor";6
"SE121 Uppsala län";"skilda";"99 år";"män";2
"SE121 Uppsala län";"skilda";"99 år";"kvinnor";6
"SE121 Uppsala län";"skilda";"100+ år";"män";0
"SE121 Uppsala län";"skilda";"100+ år";"kvinnor";7
"SE121 Uppsala län";"änkor/änklingar";"0 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"0 år";"kvinnor";0
"SE121 Uppsala län";"änkor/änklingar";"1 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"1 år";"kvinnor";0
"SE121 Uppsala län";"änkor/änklingar";"2 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"2 år";"kvinnor";0
"SE121 Uppsala län";"änkor/änklingar";"3 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"3 år";"kvinnor";0
"SE121 Uppsala län";"änkor/änklingar";"4 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"4 år";"kvinnor";0
"SE121 Uppsala län";"änkor/änklingar";"5 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"5 år";"kvinnor";0
"SE121 Uppsala län";"änkor/änklingar";"6 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"6 år";"kvinnor";0
"SE121 Uppsala län";"änkor/änklingar";"7 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"7 år";"kvinnor";0
"SE121 Uppsala län";"änkor/änklingar";"8 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"8 år";"kvinnor";0
"SE121 Uppsala län";"änkor/änklingar";"9 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"9 år";"kvinnor";0
"SE121 Uppsala län";"änkor/änklingar";"10 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"10 år";"kvinnor";0
"SE121 Uppsala län";"änkor/änklingar";"11 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"11 år";"kvinnor";0
"SE121 Uppsala län";"änkor/änklingar";"12 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"12 år";"kvinnor";0
"SE121 Uppsala län";"änkor/änklingar";"13 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"13 år";"kvinnor";0
"SE121 Uppsala län";"änkor/änklingar";"14 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"14 år";"kvinnor";0
"SE121 Uppsala län";"änkor/änklingar";"15 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"15 år";"kvinnor";0
"SE121 Uppsala län";"änkor/änklingar";"16 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"16 år";"kvinnor";0
"SE121 Uppsala län";"änkor/änklingar";"17 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"17 år";"kvinnor";0
"SE121 Uppsala län";"änkor/änklingar";"18 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"18 år";"kvinnor";0
"SE121 Uppsala län";"änkor/änklingar";"19 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"19 år";"kvinnor";0
"SE121 Uppsala län";"änkor/änklingar";"20 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"20 år";"kvinnor";0
"SE121 Uppsala län";"änkor/änklingar";"21 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"21 år";"kvinnor";0
"SE121 Uppsala län";"änkor/änklingar";"22 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"22 år";"kvinnor";0
"SE121 Uppsala län";"änkor/änklingar";"23 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"23 år";"kvinnor";0
"SE121 Uppsala län";"änkor/änklingar";"24 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"24 år";"kvinnor";1
"SE121 Uppsala län";"änkor/änklingar";"25 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"25 år";"kvinnor";0
"SE121 Uppsala län";"änkor/änklingar";"26 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"26 år";"kvinnor";0
"SE121 Uppsala län";"änkor/änklingar";"27 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"27 år";"kvinnor";3
"SE121 Uppsala län";"änkor/änklingar";"28 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"28 år";"kvinnor";1
"SE121 Uppsala län";"änkor/änklingar";"29 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"29 år";"kvinnor";3
"SE121 Uppsala län";"änkor/änklingar";"30 år";"män";2
"SE121 Uppsala län";"änkor/änklingar";"30 år";"kvinnor";1
"SE121 Uppsala län";"änkor/änklingar";"31 år";"män";0
"SE121 Uppsala län";"änkor/änklingar";"31 år";"kvinnor";1
"SE121 Uppsala län";"änkor/änklingar";"32 år";"män";2
"SE121 Uppsala län";"änkor/änklingar";"32 år";"kvinnor";1
"SE121 Uppsala län";"änkor/änklingar";"33 år";"män";2
"SE121 Uppsala län";"änkor/änklingar";"33 år";"kvinnor";3
"SE121 Uppsala län";"änkor/änklingar";"34 år";"män";2
"SE121 Uppsala län";"änkor/änklingar";"34 år";"kvinnor";6
"SE121 Uppsala län";"änkor/änklingar";"35 år";"män";1
"SE121 Uppsala län";"änkor/änklingar";"35 år";"kvinnor";5
"SE121 Uppsala län";"änkor/änklingar";"36 år";"män";4
"SE121 Uppsala län";"änkor/änklingar";"36 år";"kvinnor";2
"SE121 Uppsala län";"änkor/änklingar";"37 år";"män";3
"SE121 Uppsala län";"änkor/änklingar";"37 år";"kvinnor";10
"SE121 Uppsala län";"änkor/änklingar";"38 år";"män";1
"SE121 Uppsala län";"änkor/änklingar";"38 år";"kvinnor";9
"SE121 Uppsala län";"änkor/änklingar";"39 år";"män";1
"SE121 Uppsala län";"änkor/änklingar";"39 år";"kvinnor";7
"SE121 Uppsala län";"änkor/änklingar";"40 år";"män";1
"SE121 Uppsala län";"änkor/änklingar";"40 år";"kvinnor";9
"SE121 Uppsala län";"änkor/änklingar";"41 år";"män";2
"SE121 Uppsala län";"änkor/änklingar";"41 år";"kvinnor";11
"SE121 Uppsala län";"änkor/änklingar";"42 år";"män";1
"SE121 Uppsala län";"änkor/änklingar";"42 år";"kvinnor";11
"SE121 Uppsala län";"änkor/änklingar";"43 år";"män";8
"SE121 Uppsala län";"änkor/änklingar";"43 år";"kvinnor";18
"SE121 Uppsala län";"änkor/änklingar";"44 år";"män";5
"SE121 Uppsala län";"änkor/änklingar";"44 år";"kvinnor";18
"SE121 Uppsala län";"änkor/änklingar";"45 år";"män";6
"SE121 Uppsala län";"änkor/änklingar";"45 år";"kvinnor";12
"SE121 Uppsala län";"änkor/änklingar";"46 år";"män";9
"SE121 Uppsala län";"änkor/änklingar";"46 år";"kvinnor";16
"SE121 Uppsala län";"änkor/änklingar";"47 år";"män";12
"SE121 Uppsala län";"änkor/änklingar";"47 år";"kvinnor";27
"SE121 Uppsala län";"änkor/änklingar";"48 år";"män";13
"SE121 Uppsala län";"änkor/änklingar";"48 år";"kvinnor";30
"SE121 Uppsala län";"änkor/änklingar";"49 år";"män";10
"SE121 Uppsala län";"änkor/änklingar";"49 år";"kvinnor";25
"SE121 Uppsala län";"änkor/änklingar";"50 år";"män";8
"SE121 Uppsala län";"änkor/änklingar";"50 år";"kvinnor";33
"SE121 Uppsala län";"änkor/änklingar";"51 år";"män";12
"SE121 Uppsala län";"änkor/änklingar";"51 år";"kvinnor";21
"SE121 Uppsala län";"änkor/änklingar";"52 år";"män";11
"SE121 Uppsala län";"änkor/änklingar";"52 år";"kvinnor";29
"SE121 Uppsala län";"änkor/änklingar";"53 år";"män";5
"SE121 Uppsala län";"änkor/änklingar";"53 år";"kvinnor";26
"SE121 Uppsala län";"änkor/änklingar";"54 år";"män";6
"SE121 Uppsala län";"änkor/änklingar";"54 år";"kvinnor";37
"SE121 Uppsala län";"änkor/änklingar";"55 år";"män";14
"SE121 Uppsala län";"änkor/änklingar";"55 år";"kvinnor";35
"SE121 Uppsala län";"änkor/änklingar";"56 år";"män";14
"SE121 Uppsala län";"änkor/änklingar";"56 år";"kvinnor";45
"SE121 Uppsala län";"änkor/änklingar";"57 år";"män";21
"SE121 Uppsala län";"änkor/änklingar";"57 år";"kvinnor";42
"SE121 Uppsala län";"änkor/änklingar";"58 år";"män";26
"SE121 Uppsala län";"änkor/änklingar";"58 år";"kvinnor";57
"SE121 Uppsala län";"änkor/änklingar";"59 år";"män";16
"SE121 Uppsala län";"änkor/änklingar";"59 år";"kvinnor";64
"SE121 Uppsala län";"änkor/änklingar";"60 år";"män";18
"SE121 Uppsala län";"änkor/änklingar";"60 år";"kvinnor";70
"SE121 Uppsala län";"änkor/änklingar";"61 år";"män";20
"SE121 Uppsala län";"änkor/änklingar";"61 år";"kvinnor";73
"SE121 Uppsala län";"änkor/änklingar";"62 år";"män";23
"SE121 Uppsala län";"änkor/änklingar";"62 år";"kvinnor";83
"SE121 Uppsala län";"änkor/änklingar";"63 år";"män";31
"SE121 Uppsala län";"änkor/änklingar";"63 år";"kvinnor";84
"SE121 Uppsala län";"änkor/änklingar";"64 år";"män";26
"SE121 Uppsala län";"änkor/änklingar";"64 år";"kvinnor";107
"SE121 Uppsala län";"änkor/änklingar";"65 år";"män";33
"SE121 Uppsala län";"änkor/änklingar";"65 år";"kvinnor";108
"SE121 Uppsala län";"änkor/änklingar";"66 år";"män";38
"SE121 Uppsala län";"änkor/änklingar";"66 år";"kvinnor";131
"SE121 Uppsala län";"änkor/änklingar";"67 år";"män";54
"SE121 Uppsala län";"änkor/änklingar";"67 år";"kvinnor";134
"SE121 Uppsala län";"änkor/änklingar";"68 år";"män";60
"SE121 Uppsala län";"änkor/änklingar";"68 år";"kvinnor";149
"SE121 Uppsala län";"änkor/änklingar";"69 år";"män";53
"SE121 Uppsala län";"änkor/änklingar";"69 år";"kvinnor";183
"SE121 Uppsala län";"änkor/änklingar";"70 år";"män";55
"SE121 Uppsala län";"änkor/änklingar";"70 år";"kvinnor";180
"SE121 Uppsala län";"änkor/änklingar";"71 år";"män";71
"SE121 Uppsala län";"änkor/änklingar";"71 år";"kvinnor";255
"SE121 Uppsala län";"änkor/änklingar";"72 år";"män";90
"SE121 Uppsala län";"änkor/änklingar";"72 år";"kvinnor";266
"SE121 Uppsala län";"änkor/änklingar";"73 år";"män";96
"SE121 Uppsala län";"änkor/änklingar";"73 år";"kvinnor";277
"SE121 Uppsala län";"änkor/änklingar";"74 år";"män";139
"SE121 Uppsala län";"änkor/änklingar";"74 år";"kvinnor";308
"SE121 Uppsala län";"änkor/änklingar";"75 år";"män";136
"SE121 Uppsala län";"änkor/änklingar";"75 år";"kvinnor";351
"SE121 Uppsala län";"änkor/änklingar";"76 år";"män";139
"SE121 Uppsala län";"änkor/änklingar";"76 år";"kvinnor";378
"SE121 Uppsala län";"änkor/änklingar";"77 år";"män";126
"SE121 Uppsala län";"änkor/änklingar";"77 år";"kvinnor";406
"SE121 Uppsala län";"änkor/änklingar";"78 år";"män";158
"SE121 Uppsala län";"änkor/änklingar";"78 år";"kvinnor";403
"SE121 Uppsala län";"änkor/änklingar";"79 år";"män";124
"SE121 Uppsala län";"änkor/änklingar";"79 år";"kvinnor";322
"SE121 Uppsala län";"änkor/änklingar";"80 år";"män";117
"SE121 Uppsala län";"änkor/änklingar";"80 år";"kvinnor";355
"SE121 Uppsala län";"änkor/änklingar";"81 år";"män";155
"SE121 Uppsala län";"änkor/änklingar";"81 år";"kvinnor";369
"SE121 Uppsala län";"änkor/änklingar";"82 år";"män";121
"SE121 Uppsala län";"änkor/änklingar";"82 år";"kvinnor";378
"SE121 Uppsala län";"änkor/änklingar";"83 år";"män";123
"SE121 Uppsala län";"änkor/änklingar";"83 år";"kvinnor";392
"SE121 Uppsala län";"änkor/änklingar";"84 år";"män";108
"SE121 Uppsala län";"änkor/änklingar";"84 år";"kvinnor";382
"SE121 Uppsala län";"änkor/änklingar";"85 år";"män";111
"SE121 Uppsala län";"änkor/änklingar";"85 år";"kvinnor";372
"SE121 Uppsala län";"änkor/änklingar";"86 år";"män";110
"SE121 Uppsala län";"änkor/änklingar";"86 år";"kvinnor";398
"SE121 Uppsala län";"änkor/änklingar";"87 år";"män";105
"SE121 Uppsala län";"änkor/änklingar";"87 år";"kvinnor";392
"SE121 Uppsala län";"änkor/änklingar";"88 år";"män";106
"SE121 Uppsala län";"änkor/änklingar";"88 år";"kvinnor";345
"SE121 Uppsala län";"änkor/änklingar";"89 år";"män";102
"SE121 Uppsala län";"änkor/änklingar";"89 år";"kvinnor";343
"SE121 Uppsala län";"änkor/änklingar";"90 år";"män";82
"SE121 Uppsala län";"änkor/änklingar";"90 år";"kvinnor";308
"SE121 Uppsala län";"änkor/änklingar";"91 år";"män";87
"SE121 Uppsala län";"änkor/änklingar";"91 år";"kvinnor";258
"SE121 Uppsala län";"änkor/änklingar";"92 år";"män";62
"SE121 Uppsala län";"änkor/änklingar";"92 år";"kvinnor";250
"SE121 Uppsala län";"änkor/änklingar";"93 år";"män";61
"SE121 Uppsala län";"änkor/änklingar";"93 år";"kvinnor";195
"SE121 Uppsala län";"änkor/änklingar";"94 år";"män";53
"SE121 Uppsala län";"änkor/änklingar";"94 år";"kvinnor";189
"SE121 Uppsala län";"änkor/änklingar";"95 år";"män";40
"SE121 Uppsala län";"änkor/änklingar";"95 år";"kvinnor";155
"SE121 Uppsala län";"änkor/änklingar";"96 år";"män";21
"SE121 Uppsala län";"änkor/änklingar";"96 år";"kvinnor";116
"SE121 Uppsala län";"änkor/änklingar";"97 år";"män";17
"SE121 Uppsala län";"änkor/änklingar";"97 år";"kvinnor";86
"SE121 Uppsala län";"änkor/änklingar";"98 år";"män";16
"SE121 Uppsala län";"änkor/änklingar";"98 år";"kvinnor";64
"SE121 Uppsala län";"änkor/änklingar";"99 år";"män";14
"SE121 Uppsala län";"änkor/änklingar";"99 år";"kvinnor";50
"SE121 Uppsala län";"änkor/änklingar";"100+ år";"män";9
"SE121 Uppsala län";"änkor/änklingar";"100+ år";"kvinnor";51
"SE122 Södermanlands län";"ogifta";"0 år";"män";1612
"SE122 Södermanlands län";"ogifta";"0 år";"kvinnor";1464
"SE122 Södermanlands län";"ogifta";"1 år";"män";1666
"SE122 Södermanlands län";"ogifta";"1 år";"kvinnor";1629
"SE122 Södermanlands län";"ogifta";"2 år";"män";1860
"SE122 Södermanlands län";"ogifta";"2 år";"kvinnor";1626
"SE122 Södermanlands län";"ogifta";"3 år";"män";1861
"SE122 Södermanlands län";"ogifta";"3 år";"kvinnor";1839
"SE122 Södermanlands län";"ogifta";"4 år";"män";1952
"SE122 Södermanlands län";"ogifta";"4 år";"kvinnor";1860
"SE122 Södermanlands län";"ogifta";"5 år";"män";1825
"SE122 Södermanlands län";"ogifta";"5 år";"kvinnor";1816
"SE122 Södermanlands län";"ogifta";"6 år";"män";1947
"SE122 Södermanlands län";"ogifta";"6 år";"kvinnor";1797
"SE122 Södermanlands län";"ogifta";"7 år";"män";1921
